Site_ID,Zone,State_UT,Circle,City,Site_Cluster,Site_Type,Site_Criticality,Customer_Base,Power_Backup,Primary_VendorTech_ID,Sampling_Weight,Sampling_Probability
SITE0582,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Rural,Tier 3,490,Grid,1,0.05037022835966663,5.489311387080124e-05
SITE0583,West,Rajasthan,Rajasthan,Jaipur,Jaipur,Urban,Tier 1,9455,Hybrid,4,3.6100621684130756,0.003934219878384568
SITE0584,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 1,14892,Hybrid,5,5.685991095928876,0.006196552345732733
SITE0585,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Semi-Urban,Tier 3,1851,Grid,7,0.2718230107689299,0.00029623076902289536
SITE0586,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Urban,Tier 2,6847,Grid,1,1.8673487698968294,0.002035023306436439
SITE0587,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 3,4212,Grid,4,0.8041026892308767,0.0008763053478453626
SITE0588,Central,Madhya Pradesh,Central,Indore,Indore,Urban,Tier 2,7700,Grid,1,2.0999832814671517,0.002288546729890548
SITE0589,North,Delhi,Delhi NCR,Saket,Delhi NCR,Urban,Tier 3,3200,Hybrid,1,0.6109042273358986,0.0006657590486954319
SITE0590,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 1,13093,DG,4,4.9991056553180755,0.005447989515355808
SITE0591,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 3,4596,Grid,1,0.8774111965111844,0.0009561964336888143
SITE0592,North,Himachal Pradesh,Upper North,Solan,Shimla,Semi-Urban,Tier 3,1301,DG,2,0.1910544230201933,0.00020820974095018199
SITE0593,East,Jharkhand,Bihar,Dhanbad,Ranchi,Urban,Tier 2,5880,Hybrid,3,1.6036235967567338,0.001747617502825509
SITE0594,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 3,3713,Grid,3,0.7088398112806849,0.0007724885461894184
SITE0595,North,Delhi,Delhi NCR,New Delhi,Delhi NCR,Rural,Tier 3,335,DG,1,0.034436788776506785,3.7528965605547795e-05
SITE0596,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Urban,Tier 2,5554,Hybrid,1,1.5147152136712416,0.0016507257841314419
SITE0597,West,Gujarat,Gujarat,Surat,Ahmedabad,Semi-Urban,Tier 2,2403,DG,1,0.5041218606758806,0.0005493883908018967
SITE0598,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 1,12987,Grid,1,4.958633250257072,0.0054038829783797345
SITE0599,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 3,3101,Grid,6,0.5920043778026943,0.0006451621281264173
SITE0600,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 2,6830,Hybrid,3,1.8627124431715123,0.002029970670799018
SITE0601,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Urban,Tier 2,5340,Grid,3,1.456352041952544,0.001587122017872146
SITE0602,North,Punjab,Upper North,Amritsar,Amritsar,Urban,Tier 2,6968,Grid,4,1.9003485071770276,0.0020709861836204334
SITE0603,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 1,8703,Hybrid,6,3.3229371815652033,0.0036213131254977157
SITE0604,West,Gujarat,Gujarat,Surat,Ahmedabad,Urban,Tier 1,12413,Grid,8,4.739471358700318,0.0051650419196602486
SITE0605,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 2,7665,Hybrid,7,2.090437902915028,0.0022781442447546815
SITE0606,West,Rajasthan,Rajasthan,Kota,Jaipur,Urban,Tier 2,6386,Grid,7,1.7416224981102895,0.0018980077165040308
SITE0607,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 1,10429,DG,4,3.981950116803804,0.004339500699277913
SITE0608,North,Uttarakhand,UP,Haridwar,Dehradun,Urban,Tier 2,7280,Grid,7,1.9854387388416705,0.002163716908260154
SITE0609,East,Odisha,East,Cuttack,Bhubaneswar,Semi-Urban,Tier 1,5800,Grid,5,1.703482941609717,0.0018564435011699544
SITE0610,West,Rajasthan,Rajasthan,Jaipur,Jaipur,Semi-Urban,Tier 2,3367,Grid,1,0.7063580128571327,0.0007697839000540932
SITE0611,North,Haryana,Upper North,Panipat,Panipat,Urban,Tier 1,13668,Grid,1,5.218649362016914,0.005687246673480729
SITE0612,West,Gujarat,Gujarat,Surat,Ahmedabad,Semi-Urban,Tier 3,1816,Hybrid,3,0.26668319154855574,0.0002906294308728136
SITE0613,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Semi-Urban,Tier 2,2552,Hybrid,9,0.5353803530773398,0.0005834536717962716
SITE0614,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 2,5855,Grid,4,1.5968054692195028,0.0017401871562998904
SITE0615,North,Delhi,Delhi NCR,New Delhi,Delhi NCR,Rural,Tier 1,2318,DG,7,0.4765640381130909,0.0005193560732755808
SITE0616,East,Bihar,Bihar,Gaya,Patna,Rural,Tier 2,1270,Solar,4,0.18650201171071903,0.00020324855573153813
SITE0617,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 2,5182,Hybrid,4,1.4132614759172442,0.0015401622278302363
SITE0618,North,Haryana,Upper North,Karnal,Panipat,Urban,Tier 2,6574,Grid,1,1.7928948171902668,0.0019538839223766833
SITE0619,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Rural,Tier 3,596,DG,1,0.061266645106859835,6.676795074897458e-05
SITE0620,North,Haryana,Upper North,Faridabad,Delhi NCR,Semi-Urban,Tier 2,3727,DG,8,0.7818818871156916,0.0008520892769532538
SITE0621,Central,Madhya Pradesh,Central,Indore,Indore,Urban,Tier 2,7826,Hybrid,5,2.134346644254796,0.0023259956763796662
SITE0622,North,Haryana,Upper North,Hisar,Hisar,Urban,Tier 3,4017,Grid,4,0.7668757128775952,0.0008357356558154845
SITE0623,North,Haryana,Upper North,Panipat,Panipat,Urban,Tier 2,5906,Hybrid,7,1.6107144493954542,0.0017553450632121527
SITE0624,Central,Chhattisgarh,Central,Bilaspur,Raipur,Urban,Tier 1,9356,Grid,2,3.5722624693466667,0.0038930260372465383
SITE0625,North,Uttarakhand,UP,Haldwani,Haldwani,Semi-Urban,Tier 2,2126,DG,10,0.4460104352047117,0.0004860589757989315
SITE0626,North,Punjab,Upper North,Amritsar,Amritsar,Urban,Tier 1,11629,Grid,4,4.440128287305727,0.004838819985799487
SITE0627,North,Punjab,Upper North,Bathinda,Ludhiana,Urban,Tier 1,11628,Grid,4,4.439746472163643,0.004838403886394052
SITE0628,North,Haryana,Upper North,Karnal,Panipat,Semi-Urban,Tier 3,1000,DG,3,0.14685197772497563,0.00016003823285947887
SITE0629,North,Delhi,Delhi NCR,Saket,Delhi NCR,Urban,Tier 1,11239,Hybrid,1,4.291220381892603,0.004676541217679976
SITE0630,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Urban,Tier 2,5018,Grid,1,1.3685345592730087,0.0014914191546221778
SITE0631,North,Haryana,Upper North,Hisar,Hisar,Semi-Urban,Tier 3,1331,DG,6,0.19545998235194254,0.00021301088793596634
SITE0632,North,Haryana,Upper North,Karnal,Panipat,Rural,Tier 3,271,DG,8,0.027857820174427873,3.0359252773443136e-05
SITE0633,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Semi-Urban,Tier 2,2455,DG,7,0.5150308647354502,0.0005612769452428866
SITE0634,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 1,6036,DG,1,1.7727970750959057,0.0019319815470796287
SITE0635,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 2,6132,Hybrid,4,1.6723503223320226,0.0018225153958037455
SITE0636,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Urban,Tier 2,7492,Hybrid,1,2.0432564603573895,0.0022267262467974003
SITE0637,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Semi-Urban,Tier 1,5952,Grid,1,1.74812594283811,0.0019050951239592364
SITE0638,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 2,7649,Hybrid,6,2.0860743012912004,0.0022733888229782857
SITE0639,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Urban,Tier 1,14246,Grid,4,5.4393385141420065,0.005927752129821952
SITE0640,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 1,8987,Grid,1,3.431372681917326,0.0037394853566411553
SITE0641,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 2,5519,Grid,1,1.505169835119118,0.0016403232989955756
SITE0642,North,Punjab,Upper North,Bathinda,Ludhiana,Urban,Tier 1,12954,Grid,10,4.9460333505682685,0.005390151698000391
SITE0643,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 2,5173,Hybrid,1,1.4108069500038407,0.0015374873030810133
SITE0644,North,Haryana,Upper North,Panipat,Panipat,Urban,Tier 2,6366,Hybrid,4,1.7361679960805048,0.001892063439283536
SITE0645,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 3,4978,Hybrid,4,0.9503378886494073,0.0010356714201268315
SITE0646,West,Rajasthan,Rajasthan,Kota,Jaipur,Rural,Tier 3,414,DG,1,0.04255770314469793,4.637907988267697e-05
SITE0647,Central,Madhya Pradesh,Central,Indore,Indore,Semi-Urban,Tier 2,3712,DG,1,0.778735059021585,0.0008486598862491221
SITE0648,North,Haryana,Upper North,Faridabad,Delhi NCR,Semi-Urban,Tier 2,3710,Grid,4,0.7783154819423709,0.000848202634155238
SITE0649,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Semi-Urban,Tier 3,1851,Grid,7,0.2718230107689299,0.00029623076902289536
SITE0650,West,Gujarat,Gujarat,Surat,Ahmedabad,Urban,Tier 2,7897,Grid,4,2.153710126460532,0.002347097860512423
